Description,Price,Rating,ReviewCount,Url
Atomic Habits: The life-changing million copy bestseller,414,4.7,59382,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1NDQ1MzY5MDMwNTY4Mzc6MTY2ODg5MDgzMDpzcF9tdGY6MjAwNjkzODYyNjYyMDY6OjA6Og&url=%2FAtomic-Habits-James-Clear%2Fdp%2F1847941834%2Fref%3Dsr_1_12_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890830%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
The Power of A Positive Attitude: Your Road To Success,99,4.4,2739,https://www.amazon.in//Power-Positive-Attitude-Your-Success/dp/9389432642/ref=sr_1_13?keywords=Best+selling+books&qid=1668890830&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-13
Grandparents' Bag of Stories,152,4.7,4000,https://www.amazon.in//Grandparents-Bag-Stories-Sudha-Murty/dp/0143451847/ref=sr_1_14?keywords=Best+selling+books&qid=1668890830&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-14
The Richest Man in Babylon,99,4.5,32538,https://www.amazon.in//Richest-Man-Babylon-George-Clason/dp/9388144317/ref=sr_1_15?keywords=Best+selling+books&qid=1668890830&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-15
"Think Straight: Change Your Thoughts, Change Your Life",198,4.3,4833,https://www.amazon.in//Think-Straight-Change-your-thoughts/dp/0143452134/ref=sr_1_16?keywords=Best+selling+books&qid=1668890830&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-16
Rich Dad Poor Dad : What The Rich Teach Their Kids About Money That The Poor And Middle Class Do Not!: (25th Anniversary Edition),395,4.6,13899,https://www.amazon.in//Rich-Dad-Poor-Middle-Anniversary/dp/1612681131/ref=sr_1_17?keywords=Best+selling+books&qid=1668890830&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-17
Brain Activity Book for Kids - 200+ Activities for Age 3+,95,4.5,2149,https://www.amazon.in//Brain-Activity-Book-Kids-Activities/dp/9391924298/ref=sr_1_18?keywords=Best+selling+books&qid=1668890830&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-18
You Can,99,4.3,2167,https://www.amazon.in//You-Can-George-Matthew-Adams/dp/9389931843/ref=sr_1_19?keywords=Best+selling+books&qid=1668890830&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-19
Price Action Trading : Technical Analysis Simplified!,335,4.3,1275,https://www.amazon.in//Price-Action-Trading-Technical-Simplified/dp/8195261612/ref=sr_1_20?keywords=Best+selling+books&qid=1668890830&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-20
Best of Children’s Classics (Set of 5 Books): Perfect Gift Set for Kids,499,4.4,5360,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1NDQ1MzY5MDMwNTY4Mzc6MTY2ODg5MDgzMDpzcF9idGY6MjAwNzk2NDE5NTgyOTg6OjA6Og&url=%2FBest-Childrens-Classics-Set-Books%2Fdp%2F9389432006%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890830%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
The Psychology of Money,190,4.6,43276,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1NDQ1MzY5MDMwNTY4Mzc6MTY2ODg5MDgzMDpzcF9idGY6MjAwNDM5NTA5MjczMDQ6OjA6Og&url=%2FPsychology-Money-Morgan-Housel%2Fdp%2F9390166268%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890830%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
The 5 AM Club,140,4.5,23597,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2MjY0MjYyNjAyMTkxNTM6MTY2ODg5MDgzMjpzcF9hdGY6MjAwMTgxNTI1NTE5MDQ6OjA6Og&url=%2FAM-Club-Your-Morning-Elevate%2Fdp%2F9387944891%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890832%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
The Monk Who Sold His Ferrari,140,4.5,24949,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2MjY0MjYyNjAyMTkxNTM6MTY2ODg5MDgzMjpzcF9hdGY6MjAwNTQ2NzAxOTYyMDQ6OjA6Og&url=%2FMonk-Who-Sold-His-Ferrari%2Fdp%2F817992162X%2Fref%3Dsr_1_2_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890832%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
The Power of Your Subconscious Mind,105,4.5,63010,https://www.amazon.in//Power-Your-Subconscious-Mind-Success/dp/8172345666/ref=sr_1_3?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-3
"Life's Amazing Secrets: How to Find Balance and Purpose in Your Life | Inspirational Zen book on motivation, self-development & healthy living",160,4.6,18379,https://www.amazon.in//Lifes-Amazing-Secrets-Balance-Purpose/dp/0143442295/ref=sr_1_4?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-4
"Do It Today: Overcome Procrastination, Improve Productivity",98,4.5,3206,https://www.amazon.in//Do-Today-procrastination-productivity-meaningful/dp/0143452126/ref=sr_1_5?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-5
"Little Colouring Books for Kids (Set of 10 Books) - Gift to children for painting, drawing and colouring - Alphabets, Animals, Birds, Flags, Flowers, ... Transport, Vegetables - 3 to 6 years old",195,4.3,1732,https://www.amazon.in//Colouring-Books-Set-10/dp/9350332167/ref=sr_1_6?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-6
"Karma: A Yogi's Guide to Crafting Your Destiny | Spirituality, Self-improvement & Self help books by Sadhguru | Penguin",159,4.7,10171,https://www.amazon.in//Karma-PUBLISHERS-BESTSELLER-spirituality-self-improvement/dp/0143452673/ref=sr_1_7?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-7
"My First Mythology Tale (Illustrated) (Set of 5 Books) - Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids - English Short Stories with Colourful Pictures - Read Aloud to Infants, Toddlers",179,4.4,5787,https://www.amazon.in//First-Mythology-Tale-Illustrated-Books/dp/9390292964/ref=sr_1_8?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-8
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life (Mark Manson Collection Book 1),151.05,4.5,79543,https://www.amazon.in//Subtle-Art-Not-Giving-Counterintuitive-ebook/dp/B019MMUA8S/ref=sr_1_9?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-9
Wise and Otherwise: A salute to Life,185,4.6,5250,https://www.amazon.in//Wise-Otherwise-salute-Sudha-Murty/dp/0143062220/ref=sr_1_10?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-10
Ikigai: The Japanese secret to a long and happy life,257,4.6,39026,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2MjY0MjYyNjAyMTkxNTM6MTY2ODg5MDgzMjpzcF9tdGY6MjAwNjg5OTcxMTYyMDY6OjA6Og&url=%2FIkigai-H%25C3%25A9ctor-Garc%25C3%25ADa%2Fdp%2F178633089X%2Fref%3Dsr_1_11_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890832%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Atomic Habits: The life-changing million copy bestseller,414,4.7,59382,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2MjY0MjYyNjAyMTkxNTM6MTY2ODg5MDgzMjpzcF9tdGY6MjAwNjkzODYyNjYyMDY6OjA6Og&url=%2FAtomic-Habits-James-Clear%2Fdp%2F1847941834%2Fref%3Dsr_1_12_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890832%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
The Power of A Positive Attitude: Your Road To Success,99,4.4,2739,https://www.amazon.in//Power-Positive-Attitude-Your-Success/dp/9389432642/ref=sr_1_13?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-13
Grandparents' Bag of Stories,152,4.7,4000,https://www.amazon.in//Grandparents-Bag-Stories-Sudha-Murty/dp/0143451847/ref=sr_1_14?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-14
The Richest Man in Babylon,99,4.5,32538,https://www.amazon.in//Richest-Man-Babylon-George-Clason/dp/9388144317/ref=sr_1_15?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-15
"Think Straight: Change Your Thoughts, Change Your Life",198,4.3,4833,https://www.amazon.in//Think-Straight-Change-your-thoughts/dp/0143452134/ref=sr_1_16?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-16
Rich Dad Poor Dad : What The Rich Teach Their Kids About Money That The Poor And Middle Class Do Not!: (25th Anniversary Edition),395,4.6,13899,https://www.amazon.in//Rich-Dad-Poor-Middle-Anniversary/dp/1612681131/ref=sr_1_17?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-17
Brain Activity Book for Kids - 200+ Activities for Age 3+,95,4.5,2149,https://www.amazon.in//Brain-Activity-Book-Kids-Activities/dp/9391924298/ref=sr_1_18?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-18
You Can,99,4.3,2167,https://www.amazon.in//You-Can-George-Matthew-Adams/dp/9389931843/ref=sr_1_19?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-19
Price Action Trading : Technical Analysis Simplified!,335,4.3,1275,https://www.amazon.in//Price-Action-Trading-Technical-Simplified/dp/8195261612/ref=sr_1_20?keywords=Best+selling+books&qid=1668890832&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-20
The Psychology of Money,190,4.6,43276,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2MjY0MjYyNjAyMTkxNTM6MTY2ODg5MDgzMjpzcF9idGY6MjAwNDM5NTA5MjczMDQ6OjA6Og&url=%2FPsychology-Money-Morgan-Housel%2Fdp%2F9390166268%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890832%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Best of Children’s Classics (Set of 5 Books): Perfect Gift Set for Kids,499,4.4,5360,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2MjY0MjYyNjAyMTkxNTM6MTY2ODg5MDgzMjpzcF9idGY6MjAwNzk2NDE5NTgyOTg6OjA6Og&url=%2FBest-Childrens-Classics-Set-Books%2Fdp%2F9389432006%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890832%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
The 5 AM Club,140,4.5,23597,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMDEzODA0Njk5OTc2MjA2OjE2Njg4OTA4MzY6c3BfYXRmOjIwMDE4MTUyNTUxOTA0OjowOjo&url=%2FAM-Club-Your-Morning-Elevate%2Fdp%2F9387944891%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890836%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
The Monk Who Sold His Ferrari,140,4.5,24949,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMDEzODA0Njk5OTc2MjA2OjE2Njg4OTA4MzY6c3BfYXRmOjIwMDU0NjcwMTk2MjA0OjowOjo&url=%2FMonk-Who-Sold-His-Ferrari%2Fdp%2F817992162X%2Fref%3Dsr_1_2_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890836%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
The Power of Your Subconscious Mind,105,4.5,63010,https://www.amazon.in//Power-Your-Subconscious-Mind-Success/dp/8172345666/ref=sr_1_3?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-3
"Life's Amazing Secrets: How to Find Balance and Purpose in Your Life | Inspirational Zen book on motivation, self-development & healthy living",160,4.6,18379,https://www.amazon.in//Lifes-Amazing-Secrets-Balance-Purpose/dp/0143442295/ref=sr_1_4?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-4
"Do It Today: Overcome Procrastination, Improve Productivity",98,4.5,3206,https://www.amazon.in//Do-Today-procrastination-productivity-meaningful/dp/0143452126/ref=sr_1_5?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-5
"Little Colouring Books for Kids (Set of 10 Books) - Gift to children for painting, drawing and colouring - Alphabets, Animals, Birds, Flags, Flowers, ... Transport, Vegetables - 3 to 6 years old",195,4.3,1732,https://www.amazon.in//Colouring-Books-Set-10/dp/9350332167/ref=sr_1_6?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-6
"Karma: A Yogi's Guide to Crafting Your Destiny | Spirituality, Self-improvement & Self help books by Sadhguru | Penguin",159,4.7,10171,https://www.amazon.in//Karma-PUBLISHERS-BESTSELLER-spirituality-self-improvement/dp/0143452673/ref=sr_1_7?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-7
"My First Mythology Tale (Illustrated) (Set of 5 Books) - Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids - English Short Stories with Colourful Pictures - Read Aloud to Infants, Toddlers",179,4.4,5787,https://www.amazon.in//First-Mythology-Tale-Illustrated-Books/dp/9390292964/ref=sr_1_8?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-8
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life (Mark Manson Collection Book 1),151.05,4.5,79543,https://www.amazon.in//Subtle-Art-Not-Giving-Counterintuitive-ebook/dp/B019MMUA8S/ref=sr_1_9?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-9
Wise and Otherwise: A salute to Life,185,4.6,5250,https://www.amazon.in//Wise-Otherwise-salute-Sudha-Murty/dp/0143062220/ref=sr_1_10?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-10
Ikigai: The Japanese secret to a long and happy life,257,4.6,39026,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMDEzODA0Njk5OTc2MjA2OjE2Njg4OTA4MzY6c3BfbXRmOjIwMDY4OTk3MTE2MjA2OjowOjo&url=%2FIkigai-H%25C3%25A9ctor-Garc%25C3%25ADa%2Fdp%2F178633089X%2Fref%3Dsr_1_11_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890836%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Atomic Habits: The life-changing million copy bestseller,414,4.7,59382,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMDEzODA0Njk5OTc2MjA2OjE2Njg4OTA4MzY6c3BfbXRmOjIwMDY5Mzg2MjY2MjA2OjowOjo&url=%2FAtomic-Habits-James-Clear%2Fdp%2F1847941834%2Fref%3Dsr_1_12_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890836%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
The Power of A Positive Attitude: Your Road To Success,99,4.4,2739,https://www.amazon.in//Power-Positive-Attitude-Your-Success/dp/9389432642/ref=sr_1_13?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-13
Grandparents' Bag of Stories,152,4.7,4000,https://www.amazon.in//Grandparents-Bag-Stories-Sudha-Murty/dp/0143451847/ref=sr_1_14?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-14
The Richest Man in Babylon,99,4.5,32538,https://www.amazon.in//Richest-Man-Babylon-George-Clason/dp/9388144317/ref=sr_1_15?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-15
"Think Straight: Change Your Thoughts, Change Your Life",198,4.3,4833,https://www.amazon.in//Think-Straight-Change-your-thoughts/dp/0143452134/ref=sr_1_16?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-16
Rich Dad Poor Dad : What The Rich Teach Their Kids About Money That The Poor And Middle Class Do Not!: (25th Anniversary Edition),395,4.6,13899,https://www.amazon.in//Rich-Dad-Poor-Middle-Anniversary/dp/1612681131/ref=sr_1_17?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-17
Brain Activity Book for Kids - 200+ Activities for Age 3+,95,4.5,2149,https://www.amazon.in//Brain-Activity-Book-Kids-Activities/dp/9391924298/ref=sr_1_18?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-18
You Can,99,4.3,2167,https://www.amazon.in//You-Can-George-Matthew-Adams/dp/9389931843/ref=sr_1_19?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-19
Price Action Trading : Technical Analysis Simplified!,335,4.3,1275,https://www.amazon.in//Price-Action-Trading-Technical-Simplified/dp/8195261612/ref=sr_1_20?keywords=Best+selling+books&qid=1668890836&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-20
Best of Children’s Classics (Set of 5 Books): Perfect Gift Set for Kids,499,4.4,5360,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMDEzODA0Njk5OTc2MjA2OjE2Njg4OTA4MzY6c3BfYnRmOjIwMDc5NjQxOTU4Mjk4OjowOjo&url=%2FBest-Childrens-Classics-Set-Books%2Fdp%2F9389432006%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890836%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
The Psychology of Money,190,4.6,43276,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMDEzODA0Njk5OTc2MjA2OjE2Njg4OTA4MzY6c3BfYnRmOjIwMDQzOTUwOTI3MzA0OjowOjo&url=%2FPsychology-Money-Morgan-Housel%2Fdp%2F9390166268%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890836%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
The 5 AM Club,140,4.5,23597,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNTcyMTQzNjE1NTUwNjU6MTY2ODg5MDgzODpzcF9hdGY6MjAwMTgxNTI1NTE5MDQ6OjA6Og&url=%2FAM-Club-Your-Morning-Elevate%2Fdp%2F9387944891%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890838%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
The Monk Who Sold His Ferrari,140,4.5,24949,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNTcyMTQzNjE1NTUwNjU6MTY2ODg5MDgzODpzcF9hdGY6MjAwNTQ2NzAxOTYyMDQ6OjA6Og&url=%2FMonk-Who-Sold-His-Ferrari%2Fdp%2F817992162X%2Fref%3Dsr_1_2_sspa%3Fkeywords%3DBest%2Bselling%2Bbooks%26qid%3D1668890838%26qu%3DeyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%253D%253D%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
The Power of Your Subconscious Mind,105,4.5,63010,https://www.amazon.in//Power-Your-Subconscious-Mind-Success/dp/8172345666/ref=sr_1_3?keywords=Best+selling+books&qid=1668890838&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-3
"Life's Amazing Secrets: How to Find Balance and Purpose in Your Life | Inspirational Zen book on motivation, self-development & healthy living",160,4.6,18379,https://www.amazon.in//Lifes-Amazing-Secrets-Balance-Purpose/dp/0143442295/ref=sr_1_4?keywords=Best+selling+books&qid=1668890838&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-4
"Do It Today: Overcome Procrastination, Improve Productivity",98,4.5,3206,https://www.amazon.in//Do-Today-procrastination-productivity-meaningful/dp/0143452126/ref=sr_1_5?keywords=Best+selling+books&qid=1668890838&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-5
"Little Colouring Books for Kids (Set of 10 Books) - Gift to children for painting, drawing and colouring - Alphabets, Animals, Birds, Flags, Flowers, ... Transport, Vegetables - 3 to 6 years old",195,4.3,1732,https://www.amazon.in//Colouring-Books-Set-10/dp/9350332167/ref=sr_1_6?keywords=Best+selling+books&qid=1668890838&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-6
"Karma: A Yogi's Guide to Crafting Your Destiny | Spirituality, Self-improvement & Self help books by Sadhguru | Penguin",159,4.7,10171,https://www.amazon.in//Karma-PUBLISHERS-BESTSELLER-spirituality-self-improvement/dp/0143452673/ref=sr_1_7?keywords=Best+selling+books&qid=1668890838&qu=eyJxc2MiOiI2LjgwIiwicXNhIjoiNi4zOCIsInFzcCI6IjUuODAifQ%3D%3D&sr=8-7
